Property Type,District,Mukim,Scheme Name/Area,Road Name,"Month, Year of Transaction Date",Tenure,Land/Parcel Area,Unit,Main Floor Area,Unit        ,Unit Level,Transaction Price  
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JALAN HELANG,April 2025,Freehold,132,sq.m,89.6,sq.m,    ,650000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JALAN HELANG BELALANG 1,August 2023,Freehold,128,sq.m,100.18,sq.m,    ,600000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JALAN HELANG BELALANG 1,September 2024,Freehold,144,sq.m,106.1,sq.m,    ,750000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JALAN HELANG BELALANG 2 (JALAN 92),May 2025,Freehold,143,sq.m,100.15,sq.m,    ,668000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JALAN HELANG BELALANG 3 (JLN 109),October 2022,Freehold,143,sq.m,100.15,sq.m,    ,698000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JALAN HELANG JAMBU,March 2024,Freehold,133,sq.m,79.71,sq.m,    ,650000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JALAN HELANG JAMBU,November 2025,Freehold,133,sq.m,90,sq.m,    ,650000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JALAN HELANG LAUT (JALAN 70),May 2023,Freehold,132,sq.m,82.78,sq.m,    ,640000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JALAN HELANG LAUT (JALAN 70),September 2023,Freehold,133,sq.m,82.78,sq.m,    ,750000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JALAN HELANG LAUT(70),April 2025,Freehold,133,sq.m,91.97,sq.m,    ,738000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JALAN HELANG SIPUT 6,July 2023,Freehold,144,sq.m,100.15,sq.m,    ,700000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JALAN HELANG SIPUT 7,January 2023,Freehold,143,sq.m,92.72,sq.m,    ,700000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JALAN HELANG SIPUT 7,July 2024,Freehold,144,sq.m,100.15,sq.m,    ,800000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JALAN KELICAP (JALAN 58),February 2022,Freehold,133,sq.m,90.5,sq.m,    ,600000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JALAN KELICAP (JALAN 58),April 2024,Freehold,133,sq.m,90.5,sq.m,    ,680000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JALAN LANG KEPALA  PUTIH,August 2022,Freehold,143,sq.m,100.25,sq.m,    ,690000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JALAN LANG PERUT PUTIH 1,October 2023,Freehold,143,sq.m,100.15,sq.m,    ,650000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JALAN LANG PERUT PUTIH 2,April 2025,Freehold,143,sq.m,100.15,sq.m,    ,740000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JALAN LANG PERUT PUTIH 7,June 2022,Freehold,143,sq.m,100.15,sq.m,    ,778000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JALAN LANG PERUT PUTIH 7,March 2024,Freehold,143,sq.m,100.15,sq.m,    ,740000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JALAN LANG PERUT PUTIH 7,September 2024,Freehold,143,sq.m,100.15,sq.m,    ,745000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN 18 ( JLN ANTOI 1),May 2022,Leasehold,132.847,sq.m,95.041,sq.m,    ,550000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN 18 (JLN ANTOI 1),January 2023,Leasehold,132.85,sq.m,92.48,sq.m,    ,600000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN 31 ( JLN ANTOI ),April 2022,Leasehold,132.847,sq.m,95.041,sq.m,    ,500000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN 39 ( JLN ANTOI KANAN 4),September 2023,Leasehold,132.847,sq.m,95.041,sq.m,    ,550000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN 76,October 2025,Freehold,132.85,sq.m,90,sq.m,    ,660000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN ANTOI KANAN 1,October 2024,Leasehold,132.847,sq.m,74.6,sq.m,    ,500000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN ANTOI KANAN 1(33),April 2023,Leasehold,243,sq.m,223.34,sq.m,    ,1300000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN ANTOI KANAN 4 (JALAN 39),March 2023,Leasehold,133,sq.m,73.021,sq.m,    ,700000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN API-API,August 2022,Leasehold,132.847,sq.m,74.6,sq.m,    ,700000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN API-API,March 2023,Leasehold,413.6,sq.m,74.6,sq.m,    ,1000000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN API-API 5,September 2022,Leasehold,132.85,sq.m,93,sq.m,    ,580000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN API-API KIRI 1,September 2024,Leasehold,132.847,sq.m,92.07,sq.m,    ,490000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN ARANG,July 2025,Leasehold,132.847,sq.m,90.95,sq.m,    ,570000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN BEBEREK (JLN 81),September 2023,Freehold,133,sq.m,89.65,sq.m,    ,700000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN BELATUK,June 2024,Freehold,133,sq.m,90.49,sq.m,    ,700000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN BELATUK (JALAN 71),November 2024,Freehold,133,sq.m,90.49,sq.m,    ,690000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN BELINGGAI,November 2023,Freehold,132,sq.m,89.65,sq.m,    ,665000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN BENDARUNG,April 2024,Freehold,134,sq.m,87.89,sq.m,    ,603000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN BENDERUNG (JLN 61),December 2022,Freehold,134,sq.m,81.94,sq.m,    ,668000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN CHIAK RAYA,August 2024,Freehold,133,sq.m,90.49,sq.m,    ,675000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN HELANG (JLN 66),May 2025,Freehold,133,sq.m,89.65,sq.m,    ,777000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN HELANG JAMBU,December 2023,Freehold,133,sq.m,81.29,sq.m,    ,670000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN HELANG LAUT (JLN 70),September 2022,Freehold,133,sq.m,90.45,sq.m,    ,690000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN HELANG LAUT (JLN 70),May 2024,Freehold,133,sq.m,90.45,sq.m,    ,700000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN HELANG SIPUT 6 (JLN 103),February 2025,Freehold,359,sq.m,172.61,sq.m,    ,1490000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN HELANG SIPUT 8 (JLN 107),October 2022,Freehold,144,sq.m,100.18,sq.m,    ,760000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN HELANG SIPUT 8 (JLN 107),June 2024,Freehold,144,sq.m,100.18,sq.m,    ,820000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN LANG HITAM 5,October 2025,Freehold,263,sq.m,100,sq.m,    ,1080000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN LANG KELABU 2,September 2023,Freehold,145,sq.m,100.15,sq.m,    ,650000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN LANG KELABU 2,February 2024,Freehold,144,sq.m,100.15,sq.m,    ,680000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN LANG KEPALA PUTIH,August 2022,Freehold,143,sq.m,100.15,sq.m,    ,650000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN LANG PERUT PUTIH 1,June 2023,Freehold,143,sq.m,100.15,sq.m,    ,700000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN LANG PERUT PUTIH  2,August 2023,Freehold,143,sq.m,128.76,sq.m,    ,730000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN LANG PERUT PUTIH 4,May 2022,Freehold,143,sq.m,100.15,sq.m,    ,720000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN LANG PERUT PUTIH 5,October 2025,Freehold,143,sq.m,100,sq.m,    ,800000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN LANG PERUT PUTIH  8,November 2023,Freehold,143,sq.m,100.15,sq.m,    ,770000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN LANG PERUT PUTIH 8,October 2024,Freehold,143,sq.m,100.15,sq.m,    ,678000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN LANG PERUT PUTIH 9,June 2023,Freehold,143,sq.m,100.15,sq.m,    ,782000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN LANG PERUT PUTIH 9,May 2025,Freehold,143,sq.m,108.51,sq.m,    ,738000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN LANG PERUT PUTIH ( JALAN 102 ),July 2022,Freehold,143,sq.m,100.15,sq.m,    ,680000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN LANG PERUT PUTIH (JLN 102),October 2025,Freehold,143,sq.m,100,sq.m,    ,680000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN LANG TOMPOK (JLN 110),December 2023,Freehold,143,sq.m,100.15,sq.m,    ,745000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN PELANDUK (JLN 71),June 2024,Freehold,133,sq.m,79.71,sq.m,    ,630000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,JLN. 29 (JLN ANTOI KIRI),December 2021,Leasehold,132.847,sq.m,98.29,sq.m,    ,500000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,LORONG BEBEREK 1,August 2024,Freehold,133,sq.m,89.65,sq.m,    ,700000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,LORONG BELABAS 1,May 2023,Freehold,239,sq.m,134.36,sq.m,    ,930000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,LORONG BELABAS 1,May 2024,Freehold,133,sq.m,82.78,sq.m,    ,628000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,LORONG BELABAS (JLN 79),June 2023,Freehold,133,sq.m,79.71,sq.m,    ,650000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,LORONG BELIBIS 1,December 2021,Freehold,133,sq.m,90.49,sq.m,    ,600000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,LORONG BELIBIS 1,May 2025,Freehold,133,sq.m,82.78,sq.m,    ,650000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,LORONG BELIBIS 2,August 2022,Freehold,133,sq.m,90.94,sq.m,    ,650000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,LORONG BELIBIS 2 ( JLN 64),April 2023,Freehold,133,sq.m,90.49,sq.m,    ,680000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,LORONG BELIBIS ( JLN 62),August 2022,Freehold,133,sq.m,90.49,sq.m,    ,630000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,LORONG BENDERUNG,April 2024,Freehold,267,sq.m,134.36,sq.m,    ,920000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,LORONG BIDARA 1,November 2021,Freehold,132,sq.m,87.24,sq.m,    ,650000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,LORONG BIDARA 1,January 2022,Freehold,132.847,sq.m,71.53,sq.m,    ,700000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,LORONG BIDARA 1 (JLN 53),July 2024,Freehold,132,sq.m,87.23,sq.m,    ,680000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,LORONG BIDARA 2,November 2022,Freehold,132,sq.m,82.78,sq.m,    ,635000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,LORONG LANG HITAM,December 2023,Freehold,116,sq.m,100.15,sq.m,    ,725000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,LORONG LANG HITAM 1,October 2024,Freehold,143,sq.m,90.91,sq.m,    ,688000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,LORONG LANG HITAM 5 (JALAN 143),July 2025,Freehold,143,sq.m,87.23,sq.m,    ,700000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,LORONG LANG KUNING 1,November 2024,Freehold,143,sq.m,100.18,sq.m,    ,788000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,LORONG LANG KUNING 2,September 2023,Freehold,143,sq.m,100.15,sq.m,    ,850000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,LRG JLN PELANDUK,May 2024,Freehold,133,sq.m,91.97,sq.m,    ,635000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,PERSIARAN MERGASTUA,July 2022,Freehold,133,sq.m,89.75,sq.m,    ,652000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,PERSIARAN MERGASTUA (JLN  87),July 2022,Freehold,134,sq.m,89.74,sq.m,    ,720000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG BARU,SIPUT 8,April 2022,Freehold,258,sq.m,100.149,sq.m,    ,920000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN, JLN KUANG BULAN,March 2024,Freehold,133,sq.m,92.06,sq.m,    ,530000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,JALAN 2,January 2025,Freehold,149,sq.m,112.41,sq.m,    ,580000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,JALAN 7,November 2021,Freehold,149,sq.m,116.13,sq.m,    ,690000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,JALAN 7,May 2024,Freehold,149,sq.m,109.8,sq.m,    ,588000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,JALAN 7,May 2024,Freehold,149,sq.m,110.37,sq.m,    ,580000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,JALAN 7,May 2024,Freehold,149,sq.m,112.41,sq.m,    ,595000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,JALAN 9,March 2022,Freehold,162,sq.m,110.09,sq.m,    ,570000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,JALAN 9,March 2023,Freehold,187,sq.m,110.37,sq.m,    ,600000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,JALAN 9,July 2023,Freehold,149,sq.m,100.98,sq.m,    ,640000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,JALAN 9,August 2023,Freehold,149,sq.m,112.41,sq.m,    ,750000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,JALAN 32,May 2022,Freehold,133,sq.m,80.17,sq.m,    ,590000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,JALAN 32,September 2024,Freehold,133,sq.m,92.06,sq.m,    ,590000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,JALAN DEVELOPMENT,October 2023,Freehold,149,sq.m,110.28,sq.m,    ,700000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,JALAN DEVELOPMENT,July 2024,Freehold,149,sq.m,100.98,sq.m,    ,630000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,JALAN KANAN,March 2024,Freehold,133,sq.m,91.97,sq.m,    ,700000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,JALAN KUANG RANTING,July 2023,Freehold,133,sq.m,91.97,sq.m,    ,655000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,JALAN KUANG RANTING (JLN 14),January 2024,Freehold,133,sq.m,91.97,sq.m,    ,710000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,JALAN TAMAN,November 2021,Freehold,133,sq.m,91.97,sq.m,    ,700000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,JALAN TAMAN,September 2022,Freehold,149,sq.m,196.94,sq.m,    ,920000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,JLN 2,April 2024,Freehold,149,sq.m,111.95,sq.m,    ,600000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,JLN 10,July 2022,Freehold,149,sq.m,112.41,sq.m,    ,600000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,JLN 32,March 2022,Freehold,133,sq.m,92.06,sq.m,    ,595000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,JLN DEVELOPMENT,December 2021,Freehold,148,sq.m,112.41,sq.m,    ,700000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,JLN KUANG BULAN,February 2023,Freehold,133,sq.m,92.06,sq.m,    ,690000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,JLN KUANG BULAN,July 2023,Freehold,133,sq.m,92.06,sq.m,    ,630000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,JLN KUANG RANTING,May 2025,Freehold,133,sq.m,91.9,sq.m,    ,639000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,JLN KUANG RANTING(JALAN 14),April 2023,Freehold,133,sq.m,79.71,sq.m,    ,650000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,JLN. 2,August 2024,Freehold,149,sq.m,100.98,sq.m,    ,600000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,LORONG KUANG RANTING,February 2023,Freehold,133,sq.m,92.06,sq.m,    ,700000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,LORONG KUANG RANTING,July 2024,Freehold,132,sq.m,91.97,sq.m,    ,617000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,LORONG KUANG RANTING,September 2024,Freehold,133,sq.m,91.97,sq.m,    ,700000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,LORONG KUANG RANTING,January 2025,Freehold,133,sq.m,91.97,sq.m,    ,650000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,LRG KUANG RANTING,February 2023,Freehold,133,sq.m,87.51,sq.m,    ,725000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,KEPONG GARDEN,LRG KUANG RANTING,February 2025,Freehold,133,sq.m,87.51,sq.m,    ,538000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,NANYANG ESTATE,JALAN BENTENG TIMOR,June 2024,Freehold,249.715,sq.m,93.83,sq.m,    ,800000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,NANYANG ESTATE,JALAN NANYANG ESTATE,May 2023,Freehold,130.06,sq.m,79.9,sq.m,    ,450000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,NANYANG ESTATE,JALAN NANYANG ESTATE,July 2024,Freehold,130.432,sq.m,85.46,sq.m,    ,580000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,NANYANG ESTATE,JALAN NANYANG ESTATE,August 2024,Freehold,130.06,sq.m,93.84,sq.m,    ,560000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,NANYANG ESTATE,TAMAN NANYANG,December 2021,Freehold,130.06,sq.m,79.9,sq.m,    ,556000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,PETALING GARDEN,27/39,May 2023,Freehold,146,sq.m,96.15,sq.m,    ,680000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,PETALING GARDEN,JALAN 24/39,August 2024,Freehold,143,sq.m,102.19,sq.m,    ,700000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,PETALING GARDEN,JALAN 26/39,May 2023,Freehold,194,sq.m,106.83,sq.m,    ,730000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,PETALING GARDEN,JALAN 26/39,November 2023,Freehold,421,sq.m,106.83,sq.m,    ,1375000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,PETALING GARDEN,JALAN 27/39,September 2023,Freehold,150,sq.m,91.97,sq.m,    ,665000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,PETALING GARDEN,JALAN 30/39,June 2023,Freehold,143,sq.m,107.85,sq.m,    ,700000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,PETALING GARDEN,JLN 29/39,March 2023,Freehold,143,sq.m,100.15,sq.m,    ,780000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,SENTUL PASAR,LORONG SENTUL BAHAGIA 4,December 2023,Freehold,148.733,sq.m,104.2,sq.m,    ,675000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,TAMAN BUKIT MALURI,JALAN 2/37B,March 2023,Leasehold,164,sq.m,78.97,sq.m,    ,650000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,TAMAN BUKIT MALURI,JALAN BURUNG GARUDA,September 2022,Leasehold,164,sq.m,78.97,sq.m,    ,740000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,TAMAN BUKIT MALURI,JALAN BURUNG GARUDA,September 2022,Leasehold,204,sq.m,88.46,sq.m,    ,688000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,TAMAN BUKIT MALURI,JALAN BURUNG GARUDA,March 2023,Leasehold,163,sq.m,94.76,sq.m,    ,605000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,TAMAN BUKIT MALURI,JALAN BURUNG MERAK,December 2021,Leasehold,164,sq.m,114.3,sq.m,    ,680000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,TAMAN BUKIT MALURI,JALAN BURUNG MURAI,August 2022,Leasehold,398,sq.m,101.17,sq.m,    ,865000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,TAMAN BUKIT MALURI,JALAN BURUNG PUNGGUK,July 2022,Leasehold,163,sq.m,98.18,sq.m,    ,688000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,TAMAN BUKIT MALURI,JALAN BURUNG SERINDIT,January 2023,Leasehold,238,sq.m,101.17,sq.m,    ,1000000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,TAMAN BUKIT MALURI,JALAN BURUNG SERINDIT,March 2023,Leasehold,163,sq.m,88.35,sq.m,    ,750000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,TAMAN BUKIT MALURI,JALAN BURUNG TEKUKUR,November 2022,Leasehold,174,sq.m,98.1,sq.m,    ,783000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,TAMAN BUKIT MALURI,JALAN BURUNG TEKUKUR,November 2022,Leasehold,174,sq.m,114.27,sq.m,    ,723000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,TAMAN BUKIT MALURI,JALAN BURUNG TUKANG,March 2023,Leasehold,163,sq.m,101.17,sq.m,    ,675000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,TAMAN BUKIT MALURI,JALAN BURUNG UPIH,January 2023,Leasehold,164,sq.m,124.12,sq.m,    ,830000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,TAMAN BUKIT MALURI,JLN BURUNG BALAM,September 2022,Leasehold,176,sq.m,128.95,sq.m,    ,700000
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,TAMAN BUKIT MALURI,JLN BURUNG BELATUK,January 2022,Leasehold,163,sq.m,88.35,sq.m,    ,830000
